gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt,season,result
3,0,1.5,0.5,63.0,17122.0,13.0,7.0,18.2,0.0,0,0,2022,1.0
0,0,0.7,0.7,58.0,30000.0,13.0,3.0,20.0,1.0,0,0,2021,0.5
2,1,2.4,0.6,65.0,11175.0,21.0,7.0,16.2,0.0,0,0,2023,1.0
3,0,2.8,0.8,55.0,53282.0,12.0,5.0,14.8,0.0,1,1,2022,1.0
0,1,1.7,1.7,58.0,30368.0,25.0,6.0,20.3,0.0,0,0,2021,0.0
4,1,4.1,0.9,60.0,61726.0,16.0,6.0,16.8,0.0,1,1,2023,1.0
1,3,1.0,1.9,45.0,36083.0,8.0,2.0,17.8,1.0,0,0,2021,0.0
1,2,0.1,1.3,30.0,31588.0,4.0,2.0,25.2,1.0,0,0,2021,0.0
1,1,0.7,1.3,44.0,36478.0,9.0,3.0,16.5,0.0,0,0,2021,0.5
3,1,2.6,1.6,38.0,31424.0,13.0,3.0,13.6,0.0,0,0,2023,1.0
1,1,1.3,1.1,62.0,11245.0,14.0,5.0,20.7,1.0,0,0,2023,0.5
0,2,0.5,0.8,49.0,59968.0,9.0,2.0,22.5,0.0,0,0,2021,0.0
1,1,1.5,1.1,61.0,31367.0,11.0,6.0,16.5,0.0,0,0,2023,0.5
5,0,4.4,0.2,80.0,52276.0,25.0,10.0,14.8,0.0,0,0,2021,1.0
1,1,1.1,0.9,41.0,17122.0,10.0,4.0,14.4,0.0,0,0,2022,0.5
1,4,1.7,0.9,55.0,30402.0,16.0,5.0,17.6,1.0,0,0,2022,0.0
1,2,0.8,1.0,36.0,41400.0,9.0,3.0,13.1,0.0,0,0,2021,0.0
2,1,1.0,0.3,58.0,62451.0,15.0,6.0,20.5,2.0,0,0,2022,1.0
1,1,0.5,1.4,34.0,25198.0,7.0,4.0,17.0,0.0,0,0,2022,0.5
6,0,2.3,0.2,80.0,29157.0,22.0,9.0,15.6,1.0,0,0,2023,1.0
1,0,0.6,0.6,56.0,30178.0,9.0,3.0,15.6,0.0,0,0,2021,1.0
0,3,0.9,2.1,61.0,36372.0,14.0,3.0,19.8,0.0,0,0,2022,0.0
0,4,0.1,3.2,36.0,24418.0,1.0,1.0,9.6,0.0,0,0,2023,0.0
5,0,2.5,0.9,54.0,25191.0,15.0,9.0,16.8,0.0,0,0,2023,1.0
4,2,2.2,0.1,74.0,53112.0,18.0,5.0,14.1,0.0,0,0,2022,1.0
2,1,2.5,0.2,62.0,24498.0,11.0,8.0,14.1,0.0,1,1,2022,1.0
1,1,1.4,0.6,58.0,17051.0,12.0,3.0,15.4,0.0,0,0,2022,0.5
1,2,0.7,1.5,28.0,53316.0,5.0,2.0,18.2,1.0,0,0,2022,0.0
2,5,1.3,2.4,40.0,25145.0,4.0,1.0,10.8,0.0,0,0,2023,0.0
2,1,1.0,0.5,64.0,32087.0,15.0,5.0,20.3,1.0,0,0,2022,1.0
1,1,1.3,1.1,29.0,62471.0,10.0,2.0,13.8,1.0,0,0,2022,0.5
1,2,2.2,1.1,39.0,39724.0,22.0,5.0,16.8,0.0,0,0,2023,0.0
2,0,1.8,1.6,49.0,61870.0,14.0,5.0,17.9,2.0,0,0,2022,1.0
0,0,2.2,0.4,56.0,36582.0,19.0,6.0,17.8,0.0,0,0,2022,0.5
3,3,2.1,2.8,33.0,16876.0,12.0,3.0,12.0,0.0,0,0,2021,0.5
4,4,2.9,2.9,45.0,39532.0,16.0,8.0,19.1,1.0,1,1,2023,0.5
2,1,1.1,0.6,75.0,25074.0,10.0,1.0,19.5,1.0,0,0,2023,1.0
3,1,1.9,2.2,57.0,25002.0,13.0,6.0,21.6,0.0,1,1,2021,1.0
0,2,0.8,1.8,32.0,21624.0,9.0,0.0,16.7,0.0,0,0,2023,0.0
2,1,1.2,1.4,48.0,39305.0,13.0,5.0,20.7,2.0,0,0,2022,1.0
1,2,0.8,2.6,57.0,10305.0,10.0,2.0,16.5,0.0,0,0,2022,0.0
0,1,0.6,1.2,43.0,73592.0,7.0,1.0,17.7,0.0,0,0,2022,0.0
2,0,2.2,0.5,48.0,31474.0,17.0,8.0,15.2,0.0,1,1,2021,1.0
0,3,0.2,2.3,40.0,40539.0,4.0,0.0,17.7,0.0,0,0,2021,0.0
5,1,3.7,0.3,58.0,52439.0,18.0,10.0,15.3,0.0,2,2,2023,1.0
1,1,1.7,0.1,74.0,53444.0,16.0,3.0,15.4,0.0,0,0,2022,0.5
1,2,0.2,2.6,20.0,53406.0,4.0,2.0,12.1,0.0,0,0,2022,0.0
1,0,1.4,0.5,51.0,39232.0,15.0,4.0,15.7,0.0,0,0,2022,1.0
1,2,1.4,2.1,57.0,58989.0,18.0,7.0,21.4,1.0,0,0,2021,0.0
1,2,0.7,1.6,32.0,17080.0,5.0,3.0,16.6,0.0,0,0,2022,0.0
1,2,1.1,1.2,53.0,59957.0,13.0,7.0,14.9,1.0,0,0,2021,0.0
1,0,2.4,0.5,58.0,52214.0,22.0,4.0,16.4,1.0,0,0,2023,1.0
1,0,1.8,1.0,60.0,20869.0,12.0,1.0,15.0,0.0,0,0,2021,1.0
0,0,0.6,1.1,34.0,17024.0,5.0,2.0,17.1,1.0,0,0,2023,0.5
3,2,0.8,1.9,48.0,28720.0,8.0,3.0,17.5,0.0,0,0,2022,1.0
0,1,0.5,1.6,40.0,59833.0,7.0,1.0,19.7,0.0,0,0,2021,0.0
2,2,0.6,1.2,41.0,22861.0,15.0,4.0,21.3,1.0,0,0,2021,0.5
1,4,1.5,4.0,30.0,31872.0,8.0,2.0,16.6,0.0,1,1,2023,0.0
4,1,3.8,1.3,52.0,31215.0,23.0,12.0,16.0,1.0,0,0,2021,1.0
1,2,0.3,1.0,42.0,62451.0,5.0,2.0,16.7,0.0,0,0,2022,0.0
1,3,1.3,2.7,37.0,53097.0,7.0,5.0,14.7,0.0,0,0,2021,0.0
1,0,0.9,0.5,38.0,39125.0,12.0,3.0,20.0,1.0,0,0,2023,1.0
3,0,3.1,1.0,75.0,29116.0,18.0,9.0,14.4,1.0,0,0,2023,1.0
0,2,0.5,1.8,36.0,53050.0,5.0,1.0,17.3,1.0,0,0,2021,0.0
3,3,4.2,1.6,72.0,31493.0,32.0,13.0,16.7,1.0,1,1,2022,0.5
3,1,2.1,1.9,51.0,20891.0,12.0,7.0,18.3,1.0,0,0,2021,1.0
2,0,1.4,0.6,50.0,17031.0,11.0,3.0,23.3,0.0,1,1,2022,1.0
0,3,0.3,1.8,57.0,11099.0,8.0,3.0,21.6,1.0,0,0,2023,0.0
0,1,0.6,1.3,37.0,30789.0,12.0,4.0,16.3,0.0,0,0,2023,0.0
3,1,2.1,1.0,72.0,17096.0,25.0,15.0,19.2,0.0,0,0,2023,1.0
1,5,1.4,2.2,32.0,52899.0,6.0,4.0,11.4,0.0,0,0,2023,0.0
2,1,1.1,0.4,64.0,25198.0,13.0,3.0,14.8,0.0,0,0,2022,1.0
5,2,2.6,1.4,53.0,31185.0,22.0,10.0,19.6,2.0,1,1,2022,1.0
1,1,2.2,1.7,64.0,40130.0,22.0,4.0,17.8,1.0,0,0,2022,0.5
1,3,0.8,4.3,37.0,52234.0,4.0,3.0,17.3,0.0,0,0,2022,0.0
0,1,1.0,2.1,63.0,53286.0,16.0,6.0,18.4,0.0,0,0,2022,0.0
2,3,1.4,1.9,56.0,73123.0,17.0,7.0,16.5,1.0,0,0,2021,0.0
2,1,1.4,0.5,66.0,17034.0,15.0,5.0,16.7,0.0,0,0,2023,1.0
0,1,0.2,1.9,54.0,30506.0,3.0,0.0,21.7,0.0,0,0,2021,0.0
1,4,0.5,1.5,42.0,61732.0,10.0,2.0,17.1,0.0,0,0,2022,0.0
3,1,1.9,2.7,45.0,39262.0,12.0,5.0,14.2,0.0,0,0,2023,1.0
0,1,1.3,1.1,68.0,31222.0,15.0,4.0,13.3,0.0,0,0,2022,0.0
0,1,1.0,0.7,45.0,24415.0,18.0,2.0,18.6,1.0,0,0,2023,0.0
1,3,1.0,1.4,48.0,30000.0,11.0,6.0,16.8,0.0,0,0,2021,0.0
0,3,0.5,2.1,47.0,60059.0,8.0,2.0,20.0,1.0,0,0,2021,0.0
1,1,2.7,1.5,44.0,17098.0,16.0,5.0,16.0,1.0,0,0,2022,0.5
0,1,0.7,1.1,76.0,24491.0,16.0,3.0,20.5,0.0,0,0,2022,0.0
0,3,0.3,1.3,43.0,10423.0,6.0,1.0,18.5,1.0,0,0,2022,0.0
0,7,0.8,2.8,41.0,53001.0,8.0,4.0,15.4,0.0,0,0,2022,0.0
