gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt,season,result
1,1,1.1,2.5,27.0,24827.0,6.0,1.0,12.4,0.0,0,0,2022,0.5
1,0,0.4,0.8,33.0,39080.0,7.0,3.0,18.3,0.0,0,0,2021,1.0
2,2,1.8,1.5,44.0,20203.0,12.0,4.0,15.4,0.0,0,0,2023,0.5
0,1,1.5,0.8,62.0,31641.0,16.0,3.0,16.0,1.0,0,0,2022,0.0
3,1,1.7,1.8,26.0,11138.0,6.0,2.0,22.4,0.0,1,1,2023,1.0
0,1,0.5,1.4,63.0,30150.0,8.0,0.0,14.5,1.0,0,0,2022,0.0
0,1,0.2,2.1,33.0,25844.0,4.0,0.0,17.5,0.0,0,0,2022,0.0
3,0,1.9,0.4,53.0,31639.0,12.0,6.0,13.4,0.0,0,0,2023,1.0
3,1,3.0,1.1,63.0,50136.0,21.0,6.0,19.3,2.0,1,1,2023,1.0
1,4,0.5,1.4,52.0,27383.0,5.0,4.0,12.8,0.0,0,0,2021,0.0
1,2,1.3,1.8,70.0,74147.0,17.0,5.0,14.4,0.0,0,0,2022,0.0
0,0,0.6,0.7,45.0,39059.0,12.0,2.0,18.3,0.0,0,0,2021,0.5
3,3,3.1,1.7,41.0,42241.0,19.0,5.0,15.2,0.0,0,0,2023,0.5
3,1,4.3,0.6,69.0,36889.0,26.0,9.0,16.0,0.0,0,0,2022,1.0
4,2,1.7,0.9,41.0,62450.0,17.0,6.0,17.7,0.0,0,0,2023,1.0
1,2,0.9,0.4,68.0,31415.0,23.0,8.0,19.3,1.0,0,0,2023,0.0
2,1,1.9,0.8,72.0,62473.0,20.0,4.0,16.8,0.0,0,0,2022,1.0
0,2,0.4,1.9,45.0,62447.0,5.0,3.0,13.6,0.0,0,0,2022,0.0
1,2,1.9,0.6,64.0,60112.0,20.0,4.0,16.7,2.0,0,0,2021,0.0
4,1,3.6,0.5,35.0,52122.0,22.0,8.0,13.3,1.0,0,0,2022,1.0
3,2,2.9,1.4,60.0,24366.0,10.0,4.0,22.9,0.0,2,2,2023,1.0
1,1,1.0,1.5,67.0,62469.0,13.0,4.0,17.4,0.0,0,0,2023,0.5
1,2,2.3,1.7,62.0,61679.0,18.0,7.0,14.0,0.0,0,0,2023,0.0
1,0,1.9,0.5,37.0,25541.0,21.0,6.0,16.7,0.0,0,0,2023,1.0
1,1,1.1,1.0,53.0,24142.0,9.0,2.0,14.9,0.0,0,0,2023,0.5
0,1,0.3,2.1,45.0,40142.0,5.0,1.0,16.0,0.0,0,0,2022,0.0
3,1,2.3,2.3,56.0,17094.0,13.0,5.0,17.8,0.0,0,0,2021,1.0
0,0,0.1,1.7,30.0,31463.0,3.0,0.0,11.5,0.0,0,0,2022,0.5
0,1,1.0,1.1,46.0,20000.0,18.0,3.0,15.4,0.0,0,0,2021,0.0
4,0,1.3,1.1,51.0,32202.0,17.0,7.0,17.7,1.0,0,0,2022,1.0
0,6,0.2,3.6,30.0,62475.0,5.0,1.0,19.9,0.0,0,0,2023,0.0
0,1,0.9,1.6,38.0,11184.0,13.0,4.0,17.1,0.0,0,0,2023,0.0
2,2,1.0,2.1,31.0,22541.0,10.0,6.0,13.0,0.0,0,0,2022,0.5
0,3,1.1,2.0,35.0,38092.0,9.0,5.0,17.0,0.0,0,0,2021,0.0
2,0,1.3,1.3,45.0,50267.0,10.0,6.0,16.6,0.0,0,0,2022,1.0
2,0,2.7,0.9,65.0,52591.0,27.0,8.0,16.1,0.0,0,0,2021,1.0
3,2,2.4,1.8,43.0,21798.0,18.0,9.0,15.5,1.0,0,0,2022,1.0
1,1,2.6,0.8,73.0,11049.0,24.0,6.0,17.5,0.0,0,0,2023,0.5
1,0,1.2,1.3,41.0,41936.0,8.0,4.0,18.1,0.0,0,0,2021,1.0
1,2,0.6,1.7,70.0,75546.0,5.0,1.0,19.2,0.0,0,0,2022,0.0
0,2,0.7,0.9,61.0,62444.0,15.0,4.0,21.6,0.0,0,0,2022,0.0
2,0,2.3,0.7,49.0,60257.0,26.0,8.0,14.2,0.0,0,0,2023,1.0
6,3,3.6,2.7,72.0,53226.0,15.0,6.0,17.5,1.0,2,2,2021,1.0
1,0,0.4,1.0,53.0,39298.0,7.0,2.0,21.4,0.0,0,0,2022,1.0
4,0,2.4,1.5,36.0,10465.0,18.0,10.0,16.2,1.0,0,0,2022,1.0
2,0,4.5,0.5,67.0,60059.0,36.0,13.0,14.8,0.0,0,0,2023,1.0
1,2,1.4,2.8,59.0,,8.0,4.0,18.2,0.0,0,0,2022,0.0
1,0,1.8,0.5,67.0,39105.0,13.0,8.0,16.3,0.0,0,0,2021,1.0
1,0,2.2,0.2,62.0,53093.0,19.0,4.0,16.1,0.0,1,1,2021,1.0
1,3,0.3,3.3,33.0,53392.0,6.0,2.0,22.8,0.0,0,0,2022,0.0
3,2,1.2,1.2,48.0,17077.0,11.0,5.0,14.8,1.0,0,0,2023,1.0
1,0,0.4,2.3,37.0,32230.0,6.0,1.0,14.9,0.0,0,0,2021,1.0
1,2,1.0,1.5,54.0,16814.0,15.0,5.0,16.3,0.0,0,0,2021,0.0
1,1,1.8,0.7,63.0,32000.0,15.0,3.0,15.1,1.0,0,0,2021,0.5
1,2,0.8,0.7,56.0,29529.0,10.0,5.0,17.5,0.0,0,0,2023,0.0
1,6,0.9,1.9,35.0,53358.0,5.0,1.0,11.4,0.0,0,0,2023,0.0
1,3,0.7,2.4,50.0,62407.0,8.0,2.0,16.6,1.0,0,0,2022,0.0
1,2,1.8,2.9,58.0,11483.0,22.0,4.0,18.6,1.0,0,0,2023,0.0
5,1,4.2,0.5,73.0,52149.0,36.0,12.0,16.9,0.0,1,1,2023,1.0
0,1,0.5,1.9,32.0,31194.0,8.0,1.0,19.4,0.0,0,0,2023,0.0
0,0,1.5,0.2,54.0,31552.0,13.0,5.0,17.3,0.0,0,0,2022,0.5
2,1,1.2,0.7,55.0,59953.0,11.0,5.0,19.9,2.0,0,0,2021,1.0
1,1,1.4,2.6,30.0,52178.0,9.0,6.0,12.8,0.0,0,0,2023,0.5
0,1,0.9,0.4,70.0,29363.0,10.0,4.0,17.1,0.0,0,0,2022,0.0
0,3,1.4,0.7,49.0,73612.0,22.0,3.0,18.9,1.0,0,0,2023,0.0
1,2,1.0,1.3,52.0,11207.0,7.0,3.0,16.0,0.0,0,0,2023,0.0
1,1,0.9,1.1,59.0,17122.0,12.0,5.0,19.0,0.0,0,0,2022,0.5
2,3,2.4,2.2,62.0,24351.0,22.0,6.0,15.8,2.0,0,0,2021,0.0
1,3,0.4,1.9,29.0,55097.0,3.0,2.0,10.3,0.0,0,0,2023,0.0
3,1,2.4,1.8,56.0,42189.0,15.0,5.0,14.8,0.0,0,0,2023,1.0
3,3,2.4,2.3,51.0,30157.0,18.0,6.0,19.6,1.0,1,1,2022,0.5
0,2,0.4,2.8,45.0,59777.0,7.0,1.0,22.3,1.0,0,0,2021,0.0
4,1,2.2,1.3,51.0,39103.0,19.0,8.0,18.9,1.0,0,0,2022,1.0
1,1,0.7,0.9,46.0,42045.0,7.0,5.0,13.8,0.0,0,0,2021,0.5
5,2,2.2,1.3,53.0,21750.0,21.0,11.0,19.3,0.0,0,0,2023,1.0
1,1,1.2,1.4,56.0,36580.0,12.0,3.0,17.8,0.0,0,0,2021,0.5
0,3,0.6,2.2,42.0,73322.0,7.0,4.0,15.7,1.0,0,0,2022,0.0
1,1,0.3,1.5,35.0,31267.0,6.0,1.0,18.1,0.0,0,0,2021,0.5
3,3,1.3,2.4,26.0,60175.0,8.0,6.0,12.4,0.0,0,0,2022,0.5
0,1,1.3,0.5,44.0,31983.0,17.0,3.0,17.9,0.0,0,0,2021,0.0
2,2,1.3,1.1,47.0,59751.0,14.0,4.0,15.2,0.0,0,0,2021,0.5
3,2,2.2,2.4,52.0,59951.0,18.0,5.0,16.8,2.0,0,0,2021,1.0
1,0,0.8,1.7,25.0,31465.0,9.0,3.0,15.9,1.0,0,0,2021,1.0
0,0,0.6,2.1,43.0,31166.0,11.0,4.0,17.4,1.0,0,0,2021,0.5
0,0,0.5,0.4,58.0,36260.0,9.0,5.0,23.2,1.0,0,0,2022,0.5
2,3,1.2,3.1,49.0,31986.0,14.0,4.0,18.2,0.0,0,0,2021,0.0
0,3,1.2,1.6,59.0,57088.0,10.0,1.0,16.2,0.0,0,0,2021,0.0
1,4,0.3,2.9,32.0,52877.0,4.0,1.0,15.9,0.0,0,0,2022,0.0
0,2,0.9,1.5,56.0,17384.0,11.0,3.0,15.1,1.0,0,0,2021,0.0
1,3,1.2,3.0,34.0,40809.0,6.0,3.0,16.1,0.0,0,0,2023,0.0
0,0,0.3,0.9,64.0,32185.0,5.0,2.0,24.2,2.0,0,0,2021,0.5
0,2,0.5,2.0,50.0,26836.0,7.0,3.0,14.3,0.0,0,0,2021,0.0
3,1,1.9,1.1,61.0,31617.0,13.0,4.0,17.1,0.0,0,0,2023,1.0
3,1,2.1,0.9,59.0,62478.0,19.0,9.0,14.6,0.0,0,0,2022,1.0
0,2,0.3,1.7,39.0,52245.0,5.0,0.0,16.0,0.0,0,0,2022,0.0
1,4,1.7,3.8,44.0,61171.0,9.0,3.0,14.4,0.0,0,0,2023,0.0
0,0,1.5,0.4,65.0,10113.0,17.0,3.0,17.7,1.0,0,0,2022,0.5
7,0,2.8,0.8,59.0,53001.0,18.0,8.0,12.7,0.0,0,0,2022,1.0
0,2,0.3,1.9,40.0,24390.0,4.0,2.0,18.8,1.0,0,0,2021,0.0
1,4,1.1,1.9,42.0,41734.0,14.0,4.0,15.2,1.0,0,0,2023,0.0
0,2,0.5,1.6,36.0,20795.0,9.0,1.0,17.4,1.0,0,0,2021,0.0
2,2,1.7,0.9,63.0,32056.0,13.0,4.0,17.0,0.0,0,0,2022,0.5
3,4,0.5,2.2,34.0,11031.0,6.0,4.0,18.8,0.0,0,0,2023,0.0
3,1,1.8,1.0,61.0,24066.0,17.0,6.0,16.8,1.0,0,0,2021,1.0
1,1,1.2,0.9,41.0,29520.0,10.0,3.0,18.4,0.0,0,0,2023,0.5
1,0,0.8,0.9,48.0,39098.0,18.0,1.0,19.1,1.0,0,0,2023,1.0
1,1,2.9,0.6,80.0,13933.0,23.0,10.0,14.7,2.0,0,0,2021,0.5
3,0,2.3,0.8,55.0,24426.0,15.0,7.0,15.2,1.0,0,0,2022,1.0
1,5,3.2,2.3,78.0,31567.0,23.0,5.0,13.3,0.0,0,0,2022,0.0
0,1,1.1,0.6,62.0,31614.0,13.0,1.0,16.7,0.0,0,0,2022,0.0
4,2,2.9,1.2,32.0,31647.0,14.0,7.0,11.2,0.0,0,0,2022,1.0
4,2,2.3,0.8,58.0,53088.0,16.0,6.0,16.3,1.0,0,0,2022,1.0
3,1,2.0,1.5,55.0,61460.0,14.0,6.0,14.8,0.0,1,1,2022,1.0
0,1,1.5,1.7,34.0,19563.0,8.0,5.0,19.3,0.0,0,0,2021,0.0
1,1,1.5,2.1,59.0,62472.0,12.0,4.0,13.3,0.0,0,0,2022,0.5
2,2,1.2,2.3,32.0,40025.0,12.0,3.0,18.9,1.0,0,0,2022,0.5
1,0,1.9,0.3,57.0,73130.0,18.0,3.0,18.3,1.0,0,0,2021,1.0
0,1,1.9,1.4,65.0,30139.0,11.0,0.0,15.8,0.0,0,0,2022,0.0
2,1,1.7,2.3,38.0,61679.0,15.0,5.0,16.6,1.0,0,0,2023,1.0
4,1,0.9,1.7,45.0,30402.0,7.0,4.0,15.4,0.0,0,0,2022,1.0
1,0,1.4,0.6,63.0,30158.0,16.0,5.0,17.0,1.0,0,0,2022,1.0
1,1,0.9,1.1,45.0,62414.0,9.0,2.0,17.4,1.0,0,0,2023,0.5
1,4,0.4,2.5,37.0,72732.0,12.0,3.0,22.5,0.0,0,0,2021,0.0
1,3,0.3,3.2,42.0,62475.0,4.0,1.0,12.5,0.0,0,0,2023,0.0
2,0,1.9,0.3,60.0,24390.0,13.0,6.0,13.2,0.0,0,0,2021,1.0
0,3,1.6,0.8,37.0,39376.0,7.0,2.0,7.6,0.0,0,0,2022,0.0
1,4,0.5,3.6,65.0,52122.0,8.0,2.0,17.2,0.0,0,0,2022,0.0
0,0,1.1,0.4,58.0,31266.0,21.0,2.0,17.7,0.0,0,0,2021,0.5
3,2,1.9,1.8,54.0,11594.0,12.0,8.0,12.5,0.0,0,0,2023,1.0
2,0,1.3,0.5,56.0,29485.0,13.0,3.0,16.9,0.0,0,0,2021,1.0
1,2,0.8,2.0,29.0,59757.0,7.0,2.0,15.6,0.0,0,0,2021,0.0
0,3,0.7,2.4,35.0,73608.0,8.0,3.0,15.2,0.0,0,0,2022,0.0
0,2,0.4,1.9,26.0,51658.0,6.0,2.0,18.3,0.0,0,0,2021,0.0
2,2,1.0,3.6,37.0,44017.0,10.0,4.0,16.5,1.0,0,0,2021,0.5
0,0,0.9,1.3,66.0,17118.0,14.0,5.0,21.4,0.0,0,0,2022,0.5
2,0,1.2,1.3,36.0,16479.0,8.0,3.0,12.1,0.0,0,0,2021,1.0
2,2,0.7,2.1,48.0,62441.0,11.0,4.0,24.8,1.0,0,0,2023,0.5
0,1,0.7,1.5,39.0,40075.0,10.0,5.0,17.9,0.0,0,0,2022,0.0
0,1,1.6,0.6,62.0,40152.0,17.0,4.0,17.0,1.0,0,0,2022,0.0
1,0,1.4,1.0,59.0,10240.0,20.0,5.0,18.7,0.0,0,0,2022,1.0
6,1,1.9,0.9,65.0,53358.0,21.0,8.0,16.4,0.0,0,0,2023,1.0
2,0,1.8,1.4,46.0,62459.0,8.0,5.0,21.3,0.0,0,1,2022,1.0
1,2,1.7,0.8,58.0,39252.0,12.0,5.0,19.2,2.0,0,0,2022,0.0
1,4,2.4,2.2,49.0,28964.0,18.0,11.0,14.9,0.0,0,0,2023,0.0
3,1,3.5,2.4,38.0,52207.0,15.0,6.0,15.8,0.0,0,0,2023,1.0
0,1,0.7,1.5,53.0,32226.0,10.0,2.0,23.5,2.0,0,0,2022,0.0
1,0,0.6,1.4,39.0,42000.0,10.0,3.0,20.8,1.0,0,0,2023,1.0
2,1,1.4,0.6,60.0,39258.0,12.0,4.0,18.8,0.0,0,0,2022,1.0
0,0,0.7,2.3,32.0,62462.0,6.0,2.0,16.0,0.0,0,0,2023,0.5
0,2,1.2,2.3,49.0,39206.0,12.0,2.0,12.9,0.0,0,0,2022,0.0
1,1,1.6,2.2,50.0,36638.0,19.0,4.0,15.1,1.0,0,0,2021,0.5
5,2,3.7,1.5,51.0,38834.0,20.0,8.0,19.2,0.0,0,0,2021,1.0
0,1,0.6,2.3,54.0,41421.0,2.0,2.0,7.4,0.0,0,0,2023,0.0
4,1,3.5,1.6,49.0,36166.0,21.0,12.0,16.7,0.0,0,0,2021,1.0
2,2,1.8,1.8,67.0,17140.0,17.0,5.0,19.5,0.0,0,0,2023,0.5
1,0,1.9,0.6,49.0,32094.0,19.0,7.0,14.7,1.0,0,0,2022,1.0
2,1,1.8,1.4,60.0,41919.0,17.0,5.0,17.0,2.0,0,0,2021,1.0
1,2,1.1,1.1,67.0,31542.0,10.0,4.0,14.5,0.0,0,0,2022,0.0
2,2,1.5,1.5,48.0,28869.0,15.0,6.0,17.8,0.0,0,0,2022,0.5
1,0,0.6,0.6,19.0,29514.0,6.0,2.0,13.5,0.0,0,0,2022,1.0
2,0,3.4,1.0,63.0,73509.0,29.0,11.0,16.5,0.0,0,0,2022,1.0
4,2,2.0,1.7,36.0,39628.0,13.0,6.0,16.6,2.0,1,1,2023,1.0
1,2,1.0,1.3,29.0,60331.0,9.0,4.0,17.1,0.0,0,0,2023,0.0
0,1,1.3,1.0,53.0,39700.0,10.0,4.0,17.8,0.0,0,0,2023,0.0
3,0,0.7,1.4,51.0,73612.0,12.0,5.0,20.4,0.0,0,0,2023,1.0
2,1,1.5,1.4,38.0,73711.0,15.0,4.0,17.4,0.0,0,0,2022,1.0
2,1,0.7,0.8,52.0,26913.0,13.0,5.0,20.9,0.0,0,0,2021,1.0
1,3,1.8,2.3,46.0,60223.0,13.0,5.0,18.1,0.0,0,1,2021,0.0
2,1,1.0,2.1,48.0,24460.0,8.0,3.0,15.3,0.0,0,0,2022,1.0
1,2,1.8,1.5,39.0,61808.0,18.0,8.0,15.8,0.0,0,0,2023,0.0
2,1,2.1,0.7,70.0,61706.0,28.0,10.0,16.4,0.0,0,0,2023,1.0
1,3,1.3,3.0,36.0,53145.0,13.0,5.0,19.7,1.0,0,0,2023,0.0
0,1,1.6,1.9,75.0,29245.0,15.0,7.0,10.4,0.0,0,0,2022,0.0
0,0,1.6,1.9,70.0,24376.0,25.0,5.0,17.3,0.0,0,0,2023,0.5
1,0,1.9,1.6,25.0,29245.0,10.0,7.0,15.9,0.0,0,0,2022,1.0
0,0,1.9,1.6,30.0,24376.0,21.0,2.0,14.4,2.0,0,0,2023,0.5
1,0,1.5,1.0,57.0,39905.0,13.0,3.0,15.8,1.0,0,0,2022,1.0
1,1,0.5,0.7,79.0,38683.0,7.0,2.0,15.6,1.0,0,0,2023,0.5
3,0,3.1,1.1,50.0,17029.0,23.0,9.0,15.0,1.0,0,0,2023,1.0
3,0,2.7,0.3,42.0,39150.0,21.0,10.0,18.2,0.0,0,0,2021,1.0
2,3,1.4,0.9,41.0,28654.0,11.0,3.0,16.4,1.0,0,0,2022,0.0
1,1,0.4,2.3,35.0,31304.0,9.0,2.0,20.7,0.0,0,0,2021,0.5
4,2,3.2,0.5,67.0,42066.0,20.0,5.0,15.7,0.0,0,0,2022,1.0
0,0,0.6,0.8,53.0,19527.0,13.0,2.0,19.5,1.0,0,0,2021,0.5
2,1,1.2,2.4,52.0,42008.0,11.0,5.0,16.9,0.0,0,0,2022,1.0
2,5,1.7,2.3,68.0,17092.0,17.0,6.0,21.9,1.0,0,0,2022,0.0
2,3,2.3,1.5,52.0,11041.0,15.0,6.0,11.6,1.0,0,0,2023,0.0
2,3,0.4,1.7,36.0,52214.0,7.0,1.0,17.4,0.0,0,0,2021,0.0
1,1,0.7,2.0,69.0,62461.0,13.0,5.0,20.6,0.0,0,0,2023,0.5
0,0,1.2,0.6,56.0,17427.0,14.0,4.0,16.6,1.0,0,0,2021,0.5
0,2,0.5,1.9,53.0,38821.0,10.0,2.0,22.3,1.0,0,0,2021,0.0
2,2,2.1,2.9,40.0,16973.0,12.0,5.0,15.1,0.0,0,0,2023,0.5
4,2,2.7,0.5,50.0,60033.0,19.0,7.0,13.0,0.0,0,0,2022,1.0
0,0,1.0,0.8,48.0,25017.0,16.0,5.0,18.4,0.0,0,0,2023,0.5
3,4,1.5,3.0,43.0,39694.0,19.0,5.0,16.8,0.0,0,0,2023,0.0
0,4,0.9,3.1,59.0,10994.0,9.0,2.0,13.9,0.0,0,0,2023,0.0
1,1,0.6,1.3,41.0,53289.0,8.0,3.0,15.9,0.0,0,0,2023,0.5
3,2,1.7,1.6,50.0,38203.0,12.0,5.0,19.1,0.0,0,0,2021,1.0
1,2,1.5,1.5,45.0,26765.0,13.0,3.0,22.6,1.0,1,1,2021,0.0
1,1,0.9,0.6,77.0,41651.0,12.0,4.0,17.5,0.0,0,0,2023,0.5
2,2,1.8,2.7,30.0,62481.0,15.0,2.0,14.8,1.0,1,1,2022,0.5
1,1,1.3,0.5,29.0,29368.0,17.0,7.0,16.7,0.0,0,0,2022,0.5
1,0,1.4,0.6,36.0,19246.0,14.0,5.0,18.8,0.0,0,0,2021,1.0
0,2,0.7,1.2,53.0,41964.0,9.0,1.0,16.1,0.0,0,0,2021,0.0
3,0,1.6,1.2,41.0,57088.0,17.0,7.0,18.5,0.0,0,0,2021,1.0
1,2,0.7,3.5,21.0,31336.0,6.0,1.0,16.1,0.0,0,0,2023,0.0
0,4,0.9,2.3,58.0,31637.0,15.0,5.0,19.4,1.0,0,0,2021,0.0
1,3,0.9,2.3,45.0,60192.0,10.0,2.0,16.5,0.0,0,0,2023,0.0
3,0,1.5,1.0,42.0,60356.0,10.0,4.0,17.9,0.0,0,0,2021,1.0
0,0,2.1,1.7,61.0,39240.0,23.0,8.0,13.1,0.0,0,0,2022,0.5
0,2,1.7,1.7,55.0,26361.0,18.0,3.0,17.4,1.0,0,0,2021,0.0
0,0,0.6,0.9,56.0,17072.0,9.0,0.0,16.7,0.0,0,0,2021,0.5
0,1,1.0,1.0,54.0,10405.0,15.0,3.0,17.6,1.0,0,0,2022,0.0
2,0,0.9,0.4,47.0,25002.0,20.0,7.0,21.2,3.0,0,0,2023,1.0
3,4,1.4,4.1,40.0,52199.0,10.0,4.0,14.1,0.0,0,0,2023,0.0
0,2,1.8,1.1,34.0,36919.0,16.0,6.0,11.6,0.0,0,0,2022,0.0
2,3,1.4,2.5,43.0,39959.0,11.0,4.0,19.4,2.0,1,1,2021,0.0
2,1,1.5,0.8,62.0,24344.0,7.0,1.0,18.8,0.0,0,1,2022,1.0
0,0,2.1,0.1,77.0,52152.0,23.0,3.0,15.9,0.0,0,0,2022,0.5
1,0,2.0,0.4,52.0,39998.0,12.0,3.0,16.0,0.0,0,0,2022,1.0
1,2,1.0,2.2,43.0,53343.0,7.0,2.0,12.1,0.0,0,0,2022,0.0
0,2,0.5,2.8,51.0,29490.0,10.0,3.0,18.9,1.0,0,0,2023,0.0
3,0,2.1,0.1,62.0,26000.0,17.0,3.0,17.5,1.0,1,1,2021,1.0
3,2,1.4,2.1,29.0,53201.0,6.0,5.0,15.0,0.0,0,0,2021,1.0
1,1,1.3,0.6,59.0,53289.0,16.0,5.0,16.3,1.0,0,0,2023,0.5
0,2,0.4,1.3,44.0,53419.0,5.0,2.0,15.0,1.0,0,0,2022,0.0
3,1,2.3,1.7,50.0,61780.0,12.0,6.0,14.7,0.0,0,0,2023,1.0
0,2,0.4,0.9,53.0,25002.0,7.0,2.0,14.2,0.0,0,0,2023,0.0
2,0,1.6,0.9,67.0,73086.0,16.0,5.0,14.7,0.0,0,0,2021,1.0
2,1,1.5,1.5,55.0,26765.0,9.0,3.0,16.0,0.0,0,0,2021,1.0
5,1,3.3,1.0,58.0,62481.0,15.0,7.0,20.4,0.0,0,0,2022,1.0
1,0,1.0,1.2,34.0,24418.0,12.0,5.0,16.8,0.0,0,0,2023,1.0
0,0,0.8,0.8,63.0,73726.0,15.0,2.0,19.4,1.0,0,0,2022,0.5
2,1,1.5,1.5,48.0,24401.0,12.0,3.0,16.8,1.0,0,0,2023,1.0
0,5,1.3,2.3,37.0,23988.0,9.0,5.0,19.2,1.0,0,0,2023,0.0
2,1,1.8,1.6,48.0,21361.0,7.0,5.0,23.0,0.0,1,1,2021,1.0
1,0,2.4,1.3,68.0,59925.0,22.0,5.0,19.1,1.0,0,0,2021,1.0
2,1,1.1,1.1,33.0,31542.0,9.0,5.0,17.8,0.0,0,0,2022,1.0
1,3,2.7,1.9,55.0,39262.0,21.0,9.0,21.8,0.0,0,1,2023,0.0
4,2,3.6,2.6,58.0,42131.0,16.0,6.0,14.3,2.0,0,0,2023,1.0
3,3,1.7,3.1,59.0,42241.0,14.0,7.0,17.1,0.0,0,0,2023,0.5
0,2,0.5,4.5,33.0,60059.0,4.0,2.0,19.0,1.0,0,0,2023,0.0
5,0,4.1,0.9,69.0,39295.0,25.0,14.0,15.7,1.0,0,0,2023,1.0
1,2,0.5,1.4,50.0,29432.0,7.0,3.0,18.8,0.0,0,0,2023,0.0
1,2,0.7,1.2,45.0,59953.0,13.0,2.0,18.7,0.0,0,0,2021,0.0
3,0,2.6,0.7,51.0,31243.0,15.0,8.0,21.4,0.0,1,2,2021,1.0
1,1,1.4,1.2,48.0,62478.0,8.0,2.0,17.1,0.0,1,1,2023,0.5
2,1,1.3,0.1,70.0,31588.0,24.0,5.0,18.6,0.0,0,0,2021,1.0
1,4,1.6,1.9,58.0,10434.0,15.0,6.0,14.8,1.0,0,0,2022,0.0
1,1,1.3,0.9,51.0,21528.0,13.0,6.0,18.4,0.0,0,0,2023,0.5
1,1,0.8,1.1,52.0,39503.0,13.0,6.0,22.1,1.0,0,0,2022,0.5
0,1,2.3,0.8,75.0,39820.0,21.0,2.0,17.7,2.0,0,0,2023,0.0
2,2,2.9,2.1,60.0,16973.0,21.0,7.0,14.7,1.0,0,0,2023,0.5
1,0,2.2,0.2,54.0,52838.0,15.0,5.0,18.8,0.0,0,0,2022,1.0
2,2,0.9,2.2,43.0,31584.0,11.0,6.0,17.2,1.0,0,0,2023,0.5
1,3,0.9,2.1,41.0,62478.0,12.0,3.0,15.6,0.0,0,0,2022,0.0
0,2,0.7,1.0,66.0,31475.0,12.0,1.0,19.4,0.0,0,0,2021,0.0
2,1,1.7,1.2,28.0,21109.0,12.0,6.0,17.2,0.0,0,0,2023,1.0
5,1,2.2,1.4,68.0,52899.0,6.0,4.0,14.8,0.0,1,1,2023,1.0
0,1,1.8,0.5,47.0,36700.0,15.0,4.0,18.1,0.0,0,1,2022,0.0
1,3,0.9,3.0,49.0,41608.0,9.0,5.0,19.5,0.0,0,0,2023,0.0
2,0,1.3,1.0,57.0,53413.0,7.0,4.0,17.2,2.0,0,0,2023,1.0
1,0,2.7,0.7,51.0,58000.0,30.0,6.0,16.9,1.0,0,0,2021,1.0
3,2,1.0,1.5,43.0,73458.0,10.0,6.0,16.1,0.0,0,0,2021,1.0
2,0,1.2,0.9,29.0,39280.0,9.0,5.0,16.4,0.0,0,0,2023,1.0
5,1,3.3,1.8,52.0,52207.0,17.0,12.0,13.2,0.0,0,0,2023,1.0
4,1,2.2,1.5,48.0,36871.0,11.0,7.0,14.5,0.0,0,0,2022,1.0
1,1,0.7,0.5,21.0,38683.0,10.0,4.0,14.4,1.0,0,0,2023,0.5
0,3,1.5,3.3,62.0,38198.0,13.0,3.0,19.3,1.0,0,0,2023,0.0
2,1,1.8,1.1,43.0,52240.0,19.0,8.0,15.9,2.0,0,0,2022,1.0
3,0,3.1,0.6,59.0,52000.0,25.0,10.0,16.4,1.0,0,0,2021,1.0
1,2,1.3,2.0,48.0,73420.0,10.0,3.0,12.8,0.0,0,0,2022,0.0
0,3,0.7,2.0,51.0,17051.0,14.0,5.0,23.5,0.0,0,0,2022,0.0
1,2,0.6,1.4,40.0,39258.0,11.0,2.0,17.4,0.0,0,0,2022,0.0
3,6,1.7,3.2,47.0,53475.0,11.0,7.0,22.2,0.0,1,1,2022,0.0
1,2,1.1,2.1,59.0,41572.0,12.0,4.0,15.9,0.0,0,0,2021,0.0
1,0,1.4,0.4,52.0,30667.0,15.0,5.0,19.1,0.0,0,0,2021,1.0
1,0,0.7,1.0,55.0,24415.0,12.0,5.0,18.3,1.0,0,0,2023,1.0
1,2,0.3,1.6,35.0,11047.0,4.0,2.0,19.2,0.0,0,0,2023,0.0
1,0,1.7,0.2,59.0,40036.0,15.0,3.0,17.1,0.0,0,0,2021,1.0
2,3,1.8,1.5,42.0,17103.0,12.0,2.0,15.3,0.0,0,0,2023,0.0
0,1,0.5,0.9,57.0,30414.0,11.0,2.0,19.9,0.0,0,0,2022,0.0
1,4,0.7,1.9,38.0,21654.0,10.0,3.0,18.2,1.0,0,0,2023,0.0
1,1,0.3,1.9,26.0,24609.0,6.0,1.0,14.2,0.0,0,0,2021,0.5
0,4,0.6,3.4,43.0,11193.0,8.0,1.0,14.1,0.0,0,0,2023,0.0
0,1,0.4,2.3,30.0,52247.0,6.0,2.0,19.4,1.0,0,0,2023,0.0
0,5,0.1,2.5,36.0,26940.0,4.0,2.0,17.9,0.0,0,0,2021,0.0
0,5,0.3,2.5,37.0,24105.0,4.0,1.0,15.3,0.0,0,0,2023,0.0
1,2,1.0,1.6,47.0,20738.0,13.0,1.0,15.5,1.0,0,0,2021,0.0
3,2,1.3,2.2,42.0,61369.0,9.0,6.0,17.9,0.0,0,0,2022,1.0
